CKY_ART;DESCR;CATEGORIA;COSTO
0000033217;!NON USARE;56;27,42
0000033218;!ROUTER FRITZ BOX 3272 EDITI;53;70,05
0000033219;!<ROUTER FRITZ BOX 7430;53;114,6
0000033220;!<ROUTER FRITZ BOX 7272 EDIT;53;164,235
0000033221;!<ROUTER WIRELESS FRITZ BOX;53;184,755
0000033222;!CLIMATIZZATORE LG P09EN.NSJ;39;291,735
0000033223;!CLIMATIZZATORE LG P09EN.UA3;39;420,45
0000033224;!DDR4 KINGSTON 8 GB 2133;29;108,825
0000033225;!SO-DDR4 KINGSTON 4 GB PC213;29;40,95
0000033226;!SO-DDR4 KINGSTON 4 GB PC213;29;31,875
0000033227;!POGGIAPIEDI FELLOWES REGOLB;55;41,13
0000033228;!TELECAMERASORVEGLIANZA TECN;92;34,05
0000033229;!TELECAMERASORVEGLIANZA TECN;92;28,2
0000033230;!TELECAMERA SORVEGLIANZA TEC;92;82,08
0000033231;!SCHEDA AUDIO ASUS XONAR/ESS;61;176,79
0000033232;!TELECAMERA SORVEGLIANZA TEC;92;25,5
0000033233;!TELEAMERA SORVEGLIANZA TECN;92;42,48
0000033234;!TELECAMERA SORVEGLIANZA MIM;92;52,68
0000033235;!LETTORE BAR CODE VULTECH (B;9;191,1
0000033236;!LETTORE BAR CODE VULTECH (B;9;202,86
0000033237;!LETTORE BAR CODE VULTECH (B;9;245,1
0000033238;!SPIRALE AVVOLGICAVI VULTECH;1;9,96
0000033239;!TASTIERA VULTECH KEY-610 US;76;12,075
0000033240;!MONITOR ASUS VN247HA 24 LE;47;181,155
0000033241;!DRUM COMPATIBILE OKI C5600/;25;50,85
0000033242;!DRUM COMPATIBILE OKI C5600/;25;50,85
0000033243;!DRUM COMPATIBILE OKI C5600/;25;50,85
0000033244;!<DRUM COMPATIBILE OKI C5600;43;50,85
0000033245;!TV LED 60 SAMSUNG UE60JU68;31;1411,515
0000033246;!HARD DISK WD 3 TB SATA (WD3;33;127,395
0000033247;!FOTOCAMERA DIGITALE FUJIFIM;15;459,165
0000033248;!FOTOCAMERA DIGITALE CANON E;15;516,33
0000033249;!OBIETTIVO PANASONIC LUMIX G;15;788,475
0000033250;!SCHEDA MADRE ASUS B85-PLUS;35;100,065
0000033251;!SCHEDA MADRE GBT GA-Z170X-U;35;213,525
0000033252;!SCHEDA MADRE GBT GA-Z170X-G;35;250,965
0000033253;!HDMI EXTENDER CAT.6 60MT 1;7;49,23
0000033254;!FOTOCAMERA DIGITALE NIKON D;15;624,96
0000033255;!FOTOCAMERA DIGITALE CANON E;15;1114,35
0000033256;!<PC INTEL NUC (BOXNUC6I3SYH;13;319,455
0000033257;!MONITOR HP 21,5 LED T3M70A;47;152,325
0000033258;!TV LED 40 HISENSE 40K321ST;31;444,105
0000033259;!TV LED 40 SAMSUNG UE40JU65;31;754,68
0000033260;!SCHEDA MADRE ASROCK H81M-VG;35;52,515
0000033261;!TV LED 65 HISENSE H65M5500;31;1244,25
0000033262;!CASSA AUDIO KARMA CREED 10;82;189
0000033263;!CUSTODIA MEDIACOM S510U (S5;26;19,755
0000033264;!CUSTODIA MEDIACOM S510L (S5;26;22,125
0000033265;!SMARTPHONE MEDIACOM X555U G;91;221,325
0000033266;!%SMARTPHONE HUAWEI P9 PLUS;91;751,5
0000033267;!MEMORIA DDR3 KINGSTON 8 GB;29;53,985
0000033268;!SCHEDA MADRE GIGABYTE B85M-;35;81,105
0000033269;!SCHEDA MADRE GIGABYTE H170-;35;168,72
0000033270;!CASE THERMALTAKE MIDDLE VER;6;53,955
0000033271;!<CASE COOLER MASTER ELITE-3;6;52,305
0000033272;!FAX CANON L410 LASER (6356B;58;656,55
0000033273;!VENTOLA COOLER MASTER HYPER;77;38,73
0000033274;!VENTOLA COOLER MASTER HYPER;77;35,52
0000033275;!BASE PER NOTEBOOK COOLER MA;1;20,385
0000033276;!RICAMBIO PER TV SAMSUNG 32H;1;68,97
0000033277;!OBIETTIVO NIKON NIKKOR AF-S;1;901,395
0000033278;!NON USARE;56;14,1
0000033279;!SMARTWATCH TECHMADE WATCHON;40;32,895
0000033280;!SMARTWATCH TECHMADE MINI WA;40;32,895
0000033281;!SMARTWATCH TECHMADE MINI WA;40;32,895
0000033282;!SMARTWATCH TECHMADE MINI WA;40;32,895
0000033283;!VIDEOCAMERA DIGITALE TECHMA;15;64,83
0000033284;!AURICOLARI TECHMADE TM-IP00;45;12,42
0000033285;!AURICOLARI TECHMADE TM-IP00;45;12,42
0000033286;!CELLULARE TECHMADE POCKET 2;91;20,16
0000033287;!TABLET PC TECHMADE 7 (TECH;60;88,755
0000033288;!ROUTER NETGEAR D6000-100PES;53;71,235
0000033289;!STAMPANTE BROTHER MFC-9340C;23;387,825
0000033290;!FOTOCAMERA DIGITALE SX720 H;15;339,84
0000033291;!MEMORIA DDR4 CORSAIR 64 GB;29;284,625
0000033292;!SCHEDA MADRE ASUS MAXIMUS V;35;438,795
0000033293;!SCHEDA VIDEO XFX R9 390X 8;51;358,275
0000033294;!<MONITOR 21,5 ASUS VS228NE;47;97,5
0000033295;!TV LED 55 SAMSUNG UE55J620;31;795,12
0000033296;!TV LED 39.5 SMART TECH LE4;31;236,55
0000033297;!MONITOR HP T3M86AA 27 LED;47;228,99
0000033298;!SCHEDA VIDEO SAPPHIRE RADEO;51;318,33
0000033299;!HARD DISK SSD KINGSTON 120;33;57,24
0000033300;CARTUCCIA COMPATIBILE CANON;43;8,04
0000033301;!LETTORE BAR OPTICON OPN-200;9;205,155
0000033302;!CPU INTEL I5-6600K BOX 1151;20;315,12
0000033303;!BATTERIA TECNOWARE  12;37;35,58
0000033304;!CARTUCCIA BACKUP IBM LTO3 2;25;37,32
0000033305;!TV LED 49 LG 49UF680V;31;604,035
0000033306;!NOTEBOOK HP PRO BOOK 430 G3;54;804,975
0000033307;!TONER ORIGINALE CANON 731 6;87;63,825
0000033308;!ALIMENTATORE PER STAMPANTE;23;398,49
0000033309;!LETTORE BAR CODE HONEYWELL;9;129,375
0000033310;!STAFFA IN METALLO PER TELEC;92;15,3
0000033311;!HARD DISK SSD KINGSTON 240;33;87,585
0000033312;!TV LED 40 SAMSUNG UE40J500;31;321,57
0000033313;!TV LED 43 LG 43LH541V;31;320,88
0000033314;!%SMARTPHONE SAMSUNG GALAXY;91;229,65
0000033315;!>SMARTPHONE SAMSUNG GALAXY;91;279
0000033316;!SERVER HP PROLIANT G8 (8191;96;220,275
0000033317;!TV LED 48 SAMSUNG UE48JU64;31;664,5
0000033318;!FOTOCAMERA DIGITALE PANASON;15;614,13
0000033319;!TV LED 32 TOSHIBA 32S3653D;31;259,5492
0000033320;!OBIETTIVO TAMRON 28-300MM F;1;636,39
0000033321;!MICROONDE SAMSUNG MC28H5015;55;175,62
0000033322;!<MONITOR HANNS-G HU282PPS 2;47;389,415
0000033323;!MONITOR HP E240C 23.8 LED;47;253,74
0000033324;!DOCKING STATION VULTECH DKC;34;32,85
0000033325;!CARICATORE VULTECH DA TAVOL;42;21,9
0000033326;!CARICATORE VULTECH DA TAVOL;42;21,9
0000033327;!HUB 4 PORTE VULTECH USB HU-;38;17,85
0000033328;!HUB 4 PORTE VULTECH USB HU-;38;28,65
0000033329;!TELECAMERA SORVEGLIANZA VUL;92;60,6
0000033330;!TELECAMERA SORVEGLIANZA VUL;92;60,6
0000033331;!TELECAMERA SORVEGLIANZA VUL;92;65,625
0000033332;!SCHEDA EAX60686904 (2) EBT6;47;57,885
0000033333;!TONER COMPATIBILE XEROX 425;43;55,95
0000033334;!TELECAMERA SORVEGLIANZA IPV;92;76,5
0000033335;!TELECAMERA SORVEGLIANZA IP;92;94,5
0000033336;!TELECAMERA SORVEGLIANZA IPV;92;66,15
0000033337;!TELECAMERA SORVEGLIANZA IPV;92;112,5
0000033338;!SISTEMA DI SORVEGLIANZA DVR;92;79,95
00000333380;!NON USARE;56;210
0000033339;!SISTEMA DI SORVEGLIANZA DVR;92;217,2
0000033340;SISTEMA DI SORVEGLIANZA NVR;92;69,45
00000333402;!NON USARE;56;9
0000033341;!SISTEMA DI SORVEGLIANZA NVR;92;83,7
0000033342;!SISTEMA DI SORVEGLIANZA NVR;92;597,15
0000033343;!OBIETTIVO PER TELECAMERA BO;92;17,4
0000033344;!OBIETTIVO PER TELECAMERA BO;92;19,5
0000033345;ILLUMINATORE A INFRAROSSI VU;92;57,9
0000033346;!SCHEDA PER VIS.NOTTURNA VUL;1;25,05
0000033347;!STAFFA IN METALLO PER TELEC;92;12,855
0000033348;!STAFFA IN METALLO PER TELEC;92;31,65
0000033349;!DDR4 CORSAIR 8 GB 2133;29;42
0000033350;!SCHEDA VIDEO PALIT GT710 1;51;42,675
0000033351;!SCHEDA VIDEO PALIT GTX950 2;51;181,635
0000033352;!TRANS FLASH KINGSTON 128 GB;25;57,63
0000033353;!STAMPANTE CANON SELPHY CP12;23;110,46
0000033354;!FOTOCAMERA NIKON D5500+ 18-;15;965,7
0000033355;!FOTOCAMERA DIGITALE CANON P;15;464,88
0000033356;!SCHEDA MADRE ASUS MAXIMUS V;35;214,35
0000033357;!TV LED 43 LG 43LH510V;31;321,3
0000033358;!%SMARTPHONE HUAWEI Y6 NERO;91;153
0000033359;!SCHEDA BN44-00620A PER TV S;47;57,885
0000033360;!MTASSA CAVO DI RETE MACH PO;7;65,685
0000033361;PLUG TELEFONICI RJ11 6P 4C M;1;9,3
0000033362;!MEMORIA DDR4 KINGSTON 16 GB;29;160,35
0000033363;!TV LED 49 SAMSUNG UE49KS80;31;1620,045
0000033364;!FOTOCAMERA DIGITALE NIKON D;15;870,795
0000033365;!UPS MULTIPOWER 850VA AUT. 1;32;180
0000033366;!TONER COMPATIBILE EPSON C11;43;20,85
0000033367;!MEMORIA DDR4 KINGSTON 16 GB;29;101,355
0000033368;!SCHEDA MADRE MSI Z170A KRAI;35;159,585
0000033369;!VENTOLA ANTEC H1200-PRO (0-;77;88,605
0000033370;!HARD DISK WD 1 TB (WDBMYH00;25;80,49
0000033371;!TV LED 40 HISENSE 40D50ST2;31;305,955
0000033372;!MONITOR PANASONIC TH-43LFE8;47;501,45
0000033373;!PEN DRIVE LEXAR 64 GB USB (;25;63,225
0000033374;!MONITOR ASUS VG278HV 27 LE;47;383,835
0000033375;!MEMORIA DDR4 CORSAIR 16 GB;29;247,02
0000033376;!CELLULARE IPHONE 6S PLUS 16;91;879,66
0000033377;!SMARTPHONE SAMSUNG A310F GA;91;286,14
0000033378;!SMARTPHONE SAMSUNG A310F GA;91;265,90575
0000033379;!TONER ORIGINALE HP CE320A;87;68,925
0000033380;!VIDEO SPLITTER PRO LINDY VG;1;71,925
0000033381;!SMARTPHONE HUAWEI P8 LITE G;91;205,7355
0000033382;!SMARTPHONE LG K4 BLACK BLUE;91;112,35
0000033383;!STAMPANTE OKI MC342DNW (449;23;248,61
0000033384;!AURICOLARI SONY SBH80 BLACK;45;81,93
0000033385;!BATTERIA DJI PH3-4480 PER D;1;153,165
0000033386;!TASTIERA HP P5Q65AA;22;175,62
0000033387;!<PC ACER ATC-710 (DT.B1QET.;13;775,125
0000033388;%DISPLAY LED 15.6 (NT156WHM;22;58,38
0000033389;!FOTOCAMERA DIGITALE FUJIFIM;15;459,165
0000033390;!OBIETTIVO FUJIFILM FUJINON;1;316,23
0000033391;!SMARTPHONE LG K4 WHITE NO B;91;112,35
0000033392;!TRANS FLASH LEXAR 128 GB (L;25;135
0000033393;!SCHEDA DI RETE PCI DIGICOM;53;17,13
0000033394;!<ROUTER WIRELESS DIGICOM 8E;53;38,775
0000033395;!<ROUTER ADSL DIGICOM 1200AC;53;78,27
0000033396;!TONER ORIGINALE SAMSUNG CLT;87;79,605
0000033397;!SCHEDA DI RETE WIRELESS USB;53;20,85
0000033398;!TONER ORIGINALE SAMSUNG CLT;87;79,605
0000033399;!TONER ORIGINALE SAMSUNG CLT;87;79,605
0000033400;!REPEATER DIGICOM WEX750A05;53;48
0000033401;!<SCHEDA DI RETE WIRELESS US;53;20,865
0000033402;!ESTRATTORE SUCCO IME7846;56;142,665
0000033403;!<KIT POWERLINE DIGICOM 8E45;53;73,32
0000033404;!TV LED 40 HAIER LE40K5000T;31;352,875
0000033405;!ROUTER ADSL ASUS RT-AC3200;53;263,85
0000033406;!TELO SOPAR PER VIDEOPROETOR;1;132,915
0000033407;!SMARTPHONE SAMSUNG GALAXY J;91;187,35
0000033408;!SMARTPHONE SAMSUNG GALAXY J;91;157,35
0000033409;!<CARTUCCIA ORIGINALE HP N9J;87;40,47
0000033410;!CPU INTEL I7-6700;20;470,04
0000033411;!PC ASUS UN45-VM074M (90MS00;13;279,45
0000033412;!WEB CAM LOGITECH HD C930E (;79;101,1
0000033413;!<SMARTPHONE HUAWEI P9 LITE;91;164,535
0000033414;!ACCESS POINT SOPHOS A15ZTCH;53;151,515
0000033415;!AURICOLARE PLANTRONICS AUDI;45;35,955
0000033416;!TELECAMERA SORVEGLIANZA LUX;92;134,625
0000033417;!ARMADIO PARETE 12U P450XL52;88;132
0000033418;!SMARTPHONE SAMSUNG GALAXY J;91;155,46
0000033419;!SMARTPHONE SAMSUNG GALAXY J;91;155,46
0000033420;!HARD DISK WD 4 TB SATA (WD;33;162,09
0000033421;!CARTUCCIA ORIGINALE BROTHER;87;76,665
0000033422;!ADATTATORE SERIE LIVING INT;1;8,235
0000033423;!CAVO DI RETE DRITTO NON SCH;7;8,445
0000033424;!MEMORIA DDR4 KINGSTON 16 GB;29;199,05
0000033425;!TONER COMPATIBILE XEROX 602;43;11,07
0000033426;!TONER COMPATIBILE XEROX 602;43;11,07
0000033427;!TONER COMPATIBILE XEROX 602;43;11,07
0000033428;!TV LED 32 TOSHIBA 32E2553D;31;204,27
0000033429;!HARD DISK VERBATIM 8 TB EST;25;284,865
0000033430;!HARD DISK SSD KINGSTON 480;33;210,75
0000033431;!HARD DISK SSD TRION 960 GB;33;111,75
0000033432;!MONITOR BENQ GL2460HM LED 2;31;159,855
0000033433;!<SMARTPHONE HUAWEI P8 LITE;91;154,365
0000033434;!<MONITOR 24 DELL U2415 (21;47;299,025
0000033435;!TELECOMANDO SAMSUNG PER TV;1;19,59
0000033436;!TV LED 32 SONY KDL32R403CB;31;268,155
0000033437;!DDR3 KINGSTON 16 GB 1866;29;149,7
0000033438;!DDR4 G.SKILL 16 GB 3000 KIT;29;165
0000033439;!PC ASUS CHROMEBOX-M118U;13;214,725
0000033440;!<DONGLE DIGICOM MU3GW21N-T0;53;38,415
0000033441;!<ROUTER 3G DIGICOM RTR3GW21;53;105
0000033442;!REPEATER DIGICOM WEX300L-A0;53;37,5
0000033443;!SCHEDA VIDEO GBT GV-N1070G1;51;517,845
0000033444;!SCHEDA VIDEO PALIT GTX1070;51;482,58
0000033445;!SO DDR4 KINGSTON 16 GB PC21;29;89,16
0000033446;!DDR4 KINGSTON 16 GB 2400;29;80,1
0000033447;!FOTOCAMERA DIGITALE FUJIFIL;15;1196,685
0000033448;!CASE TECNO MOD.1511;6;33
0000033449;!OCCHIALI VR BOX PRO + TELCO;1;26,79
0000033450;!PC LENOVO H30-00 (90C2006AI;13;232,53
0000033451;!HARD DISK SSD INTEL 240 GB;33;93,45
0000033452;!FOTOCAMERA DIGITALE CANON E;15;921,105
0000033453;!NON USARE;56;76,95
0000033454;!FOTOCAMERA NIKON D7200 + AF;15;1368,195
0000033455;CAVO HDMI TECNO 1.4/1,8M;7;9,15
0000033456;!SUPPORTOPERSMARTPHONE MAGNE;1;10,86
0000033457;!CARRELLO PORTA PC TECNO TC-;1;12,75
0000033458;%CASSE TECNO 2.0 5W (TC-SP33;70;11,55
0000033459;!SISTEMA DI SORVEGLIANZATECN;92;50,85
0000033460;!SISTEMA DI SORVEGLIANZA TEC;92;77,415
0000033461;!SISTEMA DI SORVEGLIANZATECN;92;123,96
0000033462;!ALIMENTATORE TECNO 7102;92;9,615
0000033463;!SUPPORTO BRACCIO UNIVERSALE;1;19,17
0000033464;%BOMBOLETTA ARIA COMPRESSA T;1;10,05
0000033465;%PULITORE VIDEO TECNOWARE SP;1;9,885
0000033466;%ALCOOL ISOPROPILICO TECNOWA;1;12,9
0000033467;%PULITORE CONTATTI ELETTRICI;1;10,455
0000033468;!PASSACAVI TECNOWARE SPRAY 4;1;10,185
0000033469;%DETERGENTE ARIA CONDIZIONAT;1;11,25
0000033470;!TASTIERA WIRELESS BT CON TO;76;17,1
0000033471;!PEN DRIVE IDRIVE 32GB DUAL;25;41,55
0000033472;!PEN DRIVE IDRIVE 32GB DUAL;25;41,55
0000033473;!PEN DRIVE IDRIVE 64GB DUAL;25;55,29
0000033474;!PEN DRIVE IDRIVE 64GB DUAL;25;55,305
0000033475;!ALIMENTATORE + CAVO SAMSUNG;7;19,785
0000033476;!BOX SMART TV OTT TV BOX 8CO;1;56,685
0000033477;CAVO LINDY CON STAFFA METALL;7;16,23
0000033478;!SCHEDA BN41-01955 PER TV SA;47;54
0000033479;!CARICATORE APPLE A1400 (MD8;7;12,3
0000033480;!TELECOMANDO SAMSUNG BN59-01;1;25,65
0000033481;!TELECOMANDO SAMSUNG TM1460;1;49,83
0000033482;!SCHEDA 17MB82S 23232521 PER;47;31,68
0000033483;!%SMARTPHONE HUAWEI P9 LITE;91;225
0000033484;!TELECOMANDO SAMSUNG BN59-01;1;25,65
0000033485;!%SMARTPHONE HUAWEI P8 LITE;91;196,5
0000033486;!CAVO HDMI NILOX ROS3672 1.4;7;10,14
0000033487;!MONITOR 21,5 DELL S2216H L;47;162,585
0000033488;!TV LED 43 HISENSE H43M3000;31;475,38
0000033489;!SCHEDA AUDIO ESTERNA ASUS X;61;219,81
0000033490;!MONITOR HP 23,8 LED T3M78A;47;182,445
0000033491;!TV LED 22 PHILIPS 22PFT403;31;174,315
0000033492;!<TV LED 32 HISENSE H32M260;31;258,75
0000033493;!<TV LED 40 HISENSE H40M260;31;358,095
0000033494;!TV LED 40 HISENSE H40M3300;31;470,16
0000033495;!<MONITOR LG 24M38A-B 23,6;47;125,115
0000033496;!TV LED 28 HAIER LE28F6600C;31;162,6
0000033497;!MONITOR 27 ASUS VX279Q LED;47;239,925
0000033498;!SCHEDA VIDEO EVGA GTX1070 8;51;496,98
0000033499;!MASTERIZZATORE DVD ASUS BW-;28;85,2
0000033500;!SCHEDA VIDEO EVGA GTX1070 8;51;503,43
0000033501;!ALIMENTATORE EVGA 500 WATT;41;52,275
0000033502;!CLIMATIZZATORE SAMSUNG AR12;39;309,855
0000033503;!TRANS FLASH KINGSTON 32 GB;25;23,805
0000033504;!<SMARTPHONE HUAWEI P8 LITE;91;192
0000033505;!PC ASUS D320MT-I564000544;13;535,515
0000033506;!MONITOR DELL 29 U2913WM (2;47;430,725
0000033507;!<STAMPANTE BROTHER MFC-J480;23;96,21
0000033508;!<STAMPANTE HP OFFICEJET PRO;23;51,75
0000033509;!TELEFONO CORDLESS GIGASET S;58;107,295
0000033510;!TASTIERA ASUS CERBERUS ARCT;76;58,2
0000033511;!MONITOR DELL 27 S2715H (21;47;261,45
0000033512;!HARD DISK SSD CRUCIAL MX300;33;106,26
0000033513;!DDR3 CORSAIR 12 GB P1600 (C;29;126
0000033514;!MONITOR ASUS PA238Q 23 LED;47;268,815
0000033515;!SCHEDA MADRE ASROCK Z170 PR;35;121,125
0000033516;!ALIMENTATORE EVGA 600W (100;41;77,265
0000033517;!TRANS FLASH LEXAR 128 GB (L;25;52,29
0000033518;!SCHEDA VIDEO ASUS GTX950 2G;51;180,855
0000033519;!PEN DRIVE KINGSTON 512 GB U;25;239,1
0000033520;!PC LCD 18,5 ACER AZ1-602 (;81;436,275
0000033521;!PC DELL VOSTRO 3250 SFF (32;13;358,08
0000033522;!TONER ORIGINALE CANON 719H;87;183,51
0000033523;!PC ASUS VC65-G014Z;13;418,5
0000033524;!TV LED 32 LG 32LH500D;31;216,42
0000033525;!%TV LED 32 LG 32LH570U;31;267
0000033526;!PEN DRIVE SANDISK 32 GB USB;25;59,385
0000033527;!MONITOR ASUS VX228H 21,5 L;47;140,925
0000033528;!PC DELL INSPIRON 3650 (3650;13;716,82
0000033529;!FOTOCAMERA CANON EOS M10 +;15;367,68
0000033530;!OBIETTIVO TAMRON SP 150-600;1;967,995
0000033531;!TONER ORIGINALE BROTHER TN9;87;80,925
0000033532;!MEMORIA DDR3 CORSAIR 16 GB;29;88,995
0000033533;!SCHEDA MADRE ASUS B150M-K (;35;81,645
0000033534;!SCHEDA VIDEO GAINWARD GTX10;51;437,85
0000033535;!PC FUJITSU ESPRIMO P956 (P0;13;1218,24
0000033536;!MONITOR DELL 24 P2416D (21;47;298,125
0000033537;!MONITOR ASUS PB277Q 27 LED;47;324,15
0000033538;!<PC APPLE IMAC (MK452T/A);81;1737,795
0000033539;!STAMPANTE BROTHER HL-L5200D;23;273,225
0000033540;!<TV LED 49 HISENSE H49M300;31;579,66
0000033541;!PC ASUS G11CB-IT010T (90PD0;13;788,16
0000033542;!MICROONDE SAMSUNG MG23F302T;55;68,985
0000033543;!MONITOR LG 34UM94C-P.AEU 34;47;646,485
0000033544;!DDR4 KINGSTON 16 GB 2400;29;80,82
0000033545;!SCHEDA MADRE MSI B150M (797;35;92,7
0000033546;!SO-DDR3 G.SKILL 16 GB PC160;29;80,175
0000033547;!NON USARE;31;222
0000033548;!MEMORIA DDR4 CORSAIR 16 GB;29;163,5
0000033549;!<DDR3 KINGSTON 16 GB 1600;29;77,385
0000033550;!%TV LED 32 LG 32LH530V;31;243,375
0000033551;!PC INTEL NUC (BOXNUC5I7RYH);13;581,46
0000033552;!HARD DISK SSD KINGSTON 120;33;68,1
0000033553;!TV LED 32 SAMSUNG UE32K550;31;335,85
0000033554;!<MONITOR ASUS VT207N 19,5;47;207,9
0000033555;!SCHEDA MADRE GBT GA-F2A88XN;35;96,15
0000033556;!MONITOR ASUS VS278H 27 LED;47;193,8
0000033557;!MONITOR LG 34UB67-B.AEU 34;47;473,19
0000033558;!MONITOR ASUS 23 LED VC239H;47;182,805
0000033559;!MONITOR ASUS PB278QR 27 LE;47;455,13
0000033560;!SCHEDA MADRE MSI B150M PRO;35;111,285
0000033561;!SCHEDA MADRE ASUS MAXIMUS V;35;261,75
0000033562;!OBIETTIVO TAMRON AF SP 28-7;1;350,535
0000033563;!MONITOR DELL 25 UP2516D (2;47;434,7
0000033564;!TV LED 49 HAIER LE49U5000A;31;540,54
0000033565;!SECURE DIGITAL SANDISK 16 G;25;15,405
0000033566;!SECURE DIGITAL SANDISK 32 G;25;22,5
0000033567;!OBIETTIVO CANON EF 50MM F/1;1;344,82
0000033568;!MONITOR 27 SAMSUNG LS27E39;47;229,515
0000033569;!TELECOMANDO SAMSUNG PER TV;1;24,63
0000033570;!SCHEDA MADRE GBT GA-970A-UD;35;92,19
0000033571;!HARD DISK SSD SANDISK 128 G;33;180,15
0000033572;!MONITOR IIYAMA 21,5 LED (E;47;131,325
0000033573;!SCHEDA VIDEO GBT RX 460 4GB;51;145,545
0000033574;!VGA PALIT NE51060015F9D 3 B;51;236,655
0000033575;!MONITOR LED 23,6 IIYAMA T2;47;296,085
0000033576;!SCHEDA LC320WUN 6870C-0266A;47;42,765
0000033577;!SECURE DIGITAL SANDISK 128;25;83,13
0000033578;!DVR MACH POWER (VS-THVR8-14;92;151,5
0000033579;!DVR MACH POWER (VS-THVR4-14;92;103,5
0000033580;!TELECAMERA SORVEGLIANZA MAC;92;44,85
0000033581;!KIT TASTIERA MACH POWER MKM;76;23,865
0000033582;!VGA ASUS DUAL-GTX1060-6G 6;51;369,255
0000033583;!PC INTEL NUC (BOXNUC5PGYH0A;13;301,035
0000033584;!MONITOR LED 19 IIYAMA E198;47;155,43
0000033585;!MEMORIA DDR4 G.SKILL 32 GB;29;262,53
0000033586;!SCHEDA MADRE ASUS Z170 DELU;35;324,705
0000033587;!MEMORIA HP 8 GB PC2400 (851;25;152,94
0000033588;!VGA ASUS DUAL-GTX1060-O3G 3;51;301,8
0000033589;!STAMPANTE HP LASERJET M604N;23;486,45
0000033590;!MONITOR 27 DELL P2715Q (21;47;689,115
0000033591;!>MONITOR AOC G2260VWQ6 21.5;47;162,165
0000033592;!<MONITOR BENQ RL2755 LED 27;47;326,85
0000033593;!SCHEDA 17MB95S 23232521-1 P;47;27,66
0000033594;!GAME PAD TRUST T-WIRELESS (;57;30,195
0000033595;!SCANNER EPSON V550 PHOTO (B;59;256,5
0000033596;!ROUTER NETGEAR FVS318N-100E;53;209,25
0000033597;!SCHEDA MADRE MSI Z170M MORT;35;130,47
0000033598;!HARD DISK SEAGATE 3 TB SATA;33;93,405
0000033599;!TONER ORIGINALE SAMSUNG MLT;87;89,82
0000033600;!HARD DISK SSD SANDISK 256 G;33;100,875
0000033601;!TV LED 32 ARIELLI LED32DN6;31;180,285
0000033602;!TV LED 32 ARIELLI LED32DN6;31;148,71
0000033603;!DRUM COMPATIBILE SAMSUNG R4;48;54,525
0000033604;!PC HP 260 G2 DM (W4A53EA);13;363
0000033605;!CLIMATIZZATORE AUX ASW-H12A;39;318
0000033606;!MONITOR ASUS VE248HR 24 LE;47;145,5
0000033607;!MONITOR LED 24 BENQ XL2411;31;326,79
0000033608;!;44;10,11
0000033609;!TRANS FLASH KINGSTON 32 GB;25;24,24
0000033610;!<PC LCD 19,5 MSI PRO 20E 4;81;403,125
0000033611;!TASTIERA LOGITECH ULTRATHIN;76;68,25
0000033612;!MONITOR LG 27 27UD68P-B;47;462
0000033613;!<PC HP 280 G2 (V7R44EA);13;264,795
0000033614;!PC HP 280 G2 (V7Q77EA);13;438,885
0000033615;!SMARTWATCH TECHMADE PMEDIA;1;65,76
0000033616;!MEMORIA DDR4 CORSAIR 16 GB;29;138,6
0000033617;!MEMORIA DDR4 CORSAIR 32 GB;29;162,6
0000033618;!MEMORIA DDR CORSAIR 32 GB P;29;168
0000033619;!SCHEDA MADRE ASROCK N3150B-;35;86,1
0000033620;!CALCOLATRICE CASIO DR-320TE;14;78
0000033621;!SMARTWATCH TECHMADE TECHWAT;40;105,765
0000033622;!HEAD STRAP TECHMADE PER ACT;1;14,865
0000033623;!GPS TRACKER TECHMADE TM-PT6;16;94,095
0000033624;!GPS TRACKER TECHMADE TM-PT6;16;74,61
0000033625;!<GPS TRACKER TECHMADE TM-PT;16;94,095
0000033626;!GPS TRACKER TECHMADE T-GUAR;16;80,385
0000033627;!HARD DISK SSD SANDISK 256 G;33;112,89
0000033628;!>TONER ORIGINALE HP C4092A;87;96,495
0000033629;CALCOLATRICE OLIVETTI LOGOS;14;65,91
0000033630;!%TV LED 20 LG 20MT48DF;31;111,435
0000033631;!TV LED 43 LG 43LH500T;31;329,565
0000033632;!VGA SAPPHIRE 11257-02-20G;51;160,665
0000033633;<DDR4 G.SKILL 16 GB 3200 F4-;29;101,67
0000033634;!SCHEDA VIDEO INNO3D GTX980T;51;418,845
0000033635;!MASTERIZZATORE DVD BLU-RAY;28;139,8
0000033636;!SCHEDA VIDEO ZOTAC GTX1060;51;238,5
0000033637;!SCHEDA VIDEO GBT GTX1060 6;51;350,85
0000033638;!VGA GBT GV-N1060WF2OC-3GD 3;51;222,885
0000033639;!SCHEDA VIDEO PALIT GTX1060;51;334,5
0000033640;!MEMORIA DDR4 KINGSTON 16 GB;29;200,4
0000033641;!MEMORIA DDR4 G.SKILL 16 GB;29;85,125
0000033642;!OBIETTIVO OLYMPUS M.ZUIKO 4;1;179,01
0000033643;!NOTEBOOK ASUS X556UJ-XO195T;54;835,125
0000033644;!SCHEDA LP32-09P EAX55176301;47;42,765
0000033645;!CASSE HP S7000 2.1 (K7S77AA;70;54,195
0000033646;!SCHEDA MADRE GBT GA-Z170X-U;35;165,75
0000033647;!DDR3 G.SKILL 16 GB PC2400 M;29;145,5
