CKY_ART;EAN13;MARCA
0000029120;0735858279765;INTEL
0000029121;0675901219082;INTEL
0000029122;0889296368137;HP
0000029128;8806087184303;LG
0000029129;4713157721754;ENERMAX
0000029316;0650590185993;LEXAR
0000029317;8026475165626;TECNOWARE
0000029318;8026475171849;TECNOWARE
0000029319;8026475171917;TECNOWARE
0000029321;8806085933453;SAMSUNG
0000029322;4977766706469;BROTHER
0000029323;4716659797449;ASUS
0000029324;8028153050453;MEDIACOM
0000029325;8028153021330;MEDIACOM
0000029326;8028153048214;MEDIACOM
0000029332;8712581726362;PHILIPS
0000029336;0889233748107;LENOVO
0000029346;0000000029346;TECNO
0000029347;8057681460601;MATSUYAMA
0000029348;4002888381949;LINDY
0000029349;4002888355759;LINDY
0000029351;0000000029351;4NET
0000029352;4711174721634;SYNOLOGY
0000029360;4713147777877;ACER
0000029364;0023942530718;VERBATIM
0000029365;7636490056932;SEAGATE
0000029366;3425160319170;PHILIPS
0000029367;0000000029367;BROTHER
0000029369;8002976804646;NVS
0000029371;8806084577276;LG
0000029372;8806085986640;LG
0000029378;8806086138802;SAMSUNG
0000029380;8026475166241;TECNOWARE
0000029381;0239424985062;VERBATIM
0000029383;0000000029383;BROTHER
0000029385;8806087195309;LG
0000029386;0023942530855;VERBATIM
0000029388;8806086002080;SAMSUNG
0000029391;8806085496705;SAMSUNG
0000029392;5054230147573;KINGSTON
0000029394;8806084691378;LG
0000029396;5397063347827;DELL
0000029400;0239424917438;VERBATIM
0000029401;0740617228830;KINGSTON
0000029402;8806086275507;SAMSUNG
0000029403;8806086625623;SAMSUNG
0000029404;4719072393557;MSI-MICROSTAR
0000029405;8806086631976;SAMSUNG
0000029407;8099990010436;TECHMADE
0000029409;4719072376413;MSI-MICROSTAR
0000029414;4547410232424;FUJIFILM
0000029424;7406172304688;KINGSTON
0000029431;0888793724583;HP
0000029432;4716659759287;ASUS
0000029435;8806086735407;SAMSUNG
0000029436;5900496533417;TOSHIBA
0000029437;.;MEDIACOM
0000029439;4716659987635;ASUS
0000029440;4716659943907;ASUS
0000029441;4716659943891;ASUS
0000029443;8028153050507;MEDIACOM
0000029445;4713147892433;ACER
0000029446;0723856189278;SAMSUNG
0000029448;8806085986831;SAMSUNG
0000029449;76,7637;CORSAIR
0000029453;5099206040861;LOGITECH
0000029454;0000000029454;APC
0000029457;4716659943785;ASUS
0000029459;8015439006334;KARMA
0000029460;8015439003579;KARMA
0000029461;8015439130015;KARMA
0000029462;8015439160050;KARMA
0000029465;8015439101091;KARMA
0000029466;0740617239836;KINGSTON
0000029475;8806084673558;LG
0000029479;8806086979757;SAMSUNG
0000029480;8806084573902;LG
0000029482;8059617673949;I-LIGHT
0000029483;8056459415850;MACH POWER
0000029484;8056459410190;MACH POWER
0000029485;8056459414228;MACH POWER
0000029486;8056459414174;MACH POWER
0000029488;0132017729435;DELL
0000029490;4712196795689;ACER
0000029491;8806086259200;SAMSUNG
0000029492;8806086244060;SAMSUNG
0000029497;0000000029497;COOLERMASTER
0000029499;0870423000525;COOLERMASTER
0000029504;0888772562533;LENOVO
0000029505;4713147864935;ACER
0000029506;0889233748114;LENOVO
0000029509;8806086891196;SAMSUNG
0000029513;8033140057872;KEYTECK
0000029514;8033140054826;KEYTECK
0000029515;0000000029515;KEYTECK
0000029516;4712900003598;ASUS
0000029517;0888772493462;LENOVO
0000029519;4718937575411;ZYXEL
0000029520;4716659026518;ASUS
0000029522;0889233202135;LENOVO
0000029525;8806086900911;SAMSUNG
0000029526;6959080031562;HP
0000029527;8806086299206;SAMSUNG
0000029528;8806084579195;LG
0000029532;0889233707302;LENOVO
0000029540;0740617237825;KINGSTON
0000029544;8806086248143;SAMSUNG
0000029545;8806071269252;SAMSUNG
0000029550;4960999974491;CANON
0000029552;7406172333602;KINGSTON
0000029554;0650590190874;LEXAR
0000029555;0021111181303;CORSAIR
0000029558;7406172042610;KINGSTON
0000029559;5099206026094;LOGITECH
0000029560;4717677324907;ASROCK
0000029561;8806086329071;SAMSUNG
0000029562;0018208943913;NIKON
0000029563;0000000029563;ANTEC
0000029567;0000000029567;BROTHER
0000029568;0000000029568;BROTHER
0000029569;0000000029569;BROTHER
0000029570;0000000029570;BROTHER
0000029571;0000000029571;BROTHER
0000029572;0000000029572;BROTHER
0000029575;0000000029575;BROTHER
0000029576;0000000029576;BROTHER
0000029577;0000000029577;DYMO
0000029581;0700443245456;DYMO
0000029582;0000000029582;BROTHER
0000029584;0000000029584;DYMO
0000029586;0000000029586;DYMO
0000029587;0700443245258;BROTHER
0000029588;0000000029588;BROTHER
0000029589;0000000029589;BROTHER
0000029596;0761345155045;ANTEC
0000029597;4713157721457;ENERMAX
0000029598;5053313858368;CORSAIR
0000029599;8806085986893;SAMSUNG
0000029601;5000394105485;DURACELL
0000029602;9786709456784;ALIPOWER
0000029604;9154403607234;CRUCIAL
0000029606;4716659595823;ASUS
0000029607;4712900003475;ASUS
0000029608;3536403342098;PNY
0000029609;4021801352965;FREECOM
0000029610;0718037825922;WESTERN DIGITAL
0000029611;4719331310349;GIGABYTE
0000029612;4250812407320;EVGA
0000029613;0606449103441;NETGEAR
0000029614;0740617209822;KINGSTON
0000029615;0696720472519;WESTERN DIGITAL
0000029616;5397063348053;DELL
0000029617;0763649058398;SEAGATE
0000029618;0843591024402;CORSAIR
0000029619;0843591041898;CORSAIR
0000029621;4719331816544;GIGABYTE
0000029622;0790069344176;D-LINK
0000029626;0018208021925;NIKON
0000029627;4717677324525;ASROCK
0000029629;0885370861051;MICROSOFT
0000029630;8806088363356;SAMSUNG
0000029631;8806086786775;SAMSUNG
0000029632;8806086518475;SAMSUNG
0000029633;8028153058084;MEDIACOM
0000029636;8712581659820;PHILIPS
0000029637;8806086979290;SAMSUNG
0000029639;0889296356295;HP
0000029640;5397063090402;DELL
0000029642;0649528762290;CRUCIAL
0000029643;4716872052653;THERMALTAKE
0000029644;5014047561573;BROTHER
0000029646;5900496533004;TOSHIBA
0000029647;4710636268717;PALIT
0000029649;5397063644544;DELL
0000029650;4260120536995;DIGITUS
0000029651;4023125027123;AVM
0000029652;0012304895602;SEAGATE
0000029653;0619659123864;SANDISK
0000029654;4719072343187;MSI
0000029655;0650590183197;LEXAR
0000029656;4260070122194;LC-POWER
0000029657;0000000029657;VERBATIM
0000029658;0023942986966;VERBATIM
0000029659;4716659987628;ASUS
0000029660;0606449096095;NETGEAR
0000029661;0843591016100;CORSAIR
0000029662;4719072326005;MSI
0000029663;0718037804149;WD
0000029664;4717677323917;ASROCK
0000029665;0740617239454;KINGSTON
0000029666;5053959635668;SEAGATE
0000029667;4719072251192;MSI
0000029668;4054318578641;CORSAIR
0000029669;4716659954972;ASUS
0000029670;4549292001747;CANON
0000029671;5206460000184;DURANTE
0000029672;8000000013927;DURANTE
0000029673;0000000029673;DURANTE
0000029675;0889233684368;LENOVO
0000029677;0650590190881;LEXAR
0000029681;4712900017601;ASUS
0000029682;4712900017595;ASUS
0000029683;4716659824763;ASUS
0000029685;4719072382155;MSI
0000029686;8056459417816;MACH POWER
0000029687;8056459417830;MACH POWER
0000029688;8056459417823;MACH POWER
0000029689;8056459417847;MACH POWER
0000029690;8056459417854;MACH POWER
0000029691;8056459417861;MACH POWER
0000029692;0000000029692;MACH POWER
0000029693;8056459417786;MACH POWER
0000029694;8056459417793;MACH POWER
0000029695;5053313264213;D-LINK
0000029696;0606449105179;NETGEAR
0000029697;5436639792934;GIGABYTE
0000029698;0042111700936;DELL
0000029700;4719072285906;MSI-MICROSTAR
0000029701;4977766718127;BROTHER
0000029702;5397063348107;DELL
0000029703;0885909937837;APPLE
0000029704;8806084897961;LG
0000029706;8806085986879;SAMSUNG
0000029707;4712900003581;ASUS
0000029708;5032037066013;INTEL
0000029712;0700443245616;BROTHER
0000029713;0700443245647;BROTHER
0000029714;0700443245654;BROTHER
0000029715;0700443245661;BROTHER
0000029719;8806086026154;SAMSUNG
0000029721;8028153050774;MEDIACOM
0000029722;8028153049853;MEDIACOM
0000029723;8028153056431;MEDIACOM
0000029724;8028153056417;MEDIACOM
0000029725;8028153056424;MEDIACOM
0000029726;8028153048269;MEDIACOM
0000029729;5053973594361;TOSHIBA
0000029731;0012312313123;MACH POWER
0000029734;4897032650275;HANTOL
0000029735;4897032650329;HANTOL
0000029736;4897032652408;HANTOL
0000029737;8056459415102;MACH POWER
0000029738;8057284622970;VULTECH
0000029739;8057284622994;VULTECH
0000029740;8057284623014;VULTECH
0000029741;8057284622987;VULTECH
0000029742;8057284623007;VULTECH
0000029743;8057284623069;VULTECH
0000029744;8057284622901;VULTECH
0000029745;8057284622918;VULTECH
0000029746;8057284622925;VULTECH
0000029747;8057284623052;VULTECH
0000029748;8057284622895;VULTECH
0000029749;8057284622956;VULTECH
0000029750;8057284622932;VULTECH
0000029751;8806086983068;SAMSUNG
0000029752;8057284622963;VULTECH
0000029753;8057284622888;VULTECH
0000029754;8057284622949;VULTECH
0000029755;8057284623038;VULTECH
0000029756;8057284623021;VULTECH
0000029757;4713157721761;ENERMAX
0000029758;4717677323832;ASROCK
0000029759;0740617206661;KINGSTON
0000029761;0650590190904;LEXAR
0000029764;4716659929475;ASUS
0000029765;8056459418196;MACH POWER
0000029766;8056459418202;MACH POWER
0000029767;0000000029767;MACH POWER
0000029768;4717964394453;THERMALTAKE
0000029769;4716659995302;ASUS
0000029770;0889233684375;LENOVO
0000029771;4718755051067;BENQ
0000029772;4717677323962;ASROCK
0000029773;0718037809960;WD
0000029774;4039282991351;MS-TECH
0000029775;8806086632140;SAMSUNG
0000029776;4719072379322;MSI-MICROSTAR
0000029777;8806087262919;LG
0000029778;8806087132199;LG
0000029779;4719072345884;MSI
0000029780;4711404020513;HANNS
0000029781;4711404020421;HANNS
0000029782;0718037827605;WESTERN DIGITAL
0000029783;8712581719678;PHILIPS
0000029784;4250366835853;SIEMENS
0000029785;5025232765638;PANASONIC
0000029787;0000000029787;CANON
0000029790;4713147773848;ACER
0000029791;0650590169689;LEXAR
0000029792;4977766742290;BROTHER
0000029793;4960999915845;CANON
0000029794;0889296148715;HP
0000029795;0010343601642;EPSON
0000029797;0843591041904;CORSAIR
0000029798;0740617236934;KINGSTON
0000029799;6495273136008;SAMSUNG
0000029801;0888965970565;LENOVO
0000029802;0829160621777;HP
0000029803;0022015025229;HP
0000029804;0886112841157;HP
0000029805;0886112890667;HP
0000029809;0740617230789;KINGSTON
0000029810;0606449090413;NETGEAR
0000029811;0018208939046;KINGSTON
0000029812;8806086632119;SAMSUNG
0000029813;8028153058305;MEDIACOM
0000029814;4961311866821;RICOH
0000029815;0740617225914;KINGSTON
0000029816;4719072371180;MSI
0000029817;0843591052740;CORSAIR
0000029818;0023942531715;VERBATIM
0000029819;4716659565970;ASUS
0000029820;8712581657550;PHILIPS
0000029822;0102930789090;GBT
0000029823;4719072345907;MSI-MICROSTAR
0000029825;0023942440246;VERBATIM
0000029827;0023942440840;VERBATIM
0000029828;4719543390153;ASUS
0000029842;8028153059005;MEDIACOM
0000029843;8028153059012;MEDIACOM
0000029844;8028153059470;MEDIACOM
0000029845;4719072365332;MSI
0000029846;4717677322835;ASROCK
0000029849;4716659551782;ASUS
0000029850;0619659105334;SANDISK
0000029851;4712900003529;ASUS
0000029853;8806085985582;SAMSUNG
0000029854;4719072365752;MSI-MICROSTAR
0000029855;4710636268533;PALIT
0000029856;7406172205510;KINGSTON
0000029858;4960999047034;CANON
0000029859;8806086432962;SAMSUNG
0000029860;4717677323467;ASROCK
0000029862;4960999977935;CANON
0000029863;5711045545177;CORSAIR
0000029864;8808987560614;SAMSUNG
0000029866;5900496532915;TOSHIBA
0000029867;4712196987862;ACER
0000029868;5742220437864;DELL
0000029869;4713147563371;ACER
0000029870;0761345064620;ANTEC
0000029871;4712900003482;ASUS
0000029872;5054063302477;SAMSUNG
0000029873;8718863003015;PHILIPS
0000029877;0606449099850;NETGEAR
0000029878;0843591030564;CORSAIR
0000029879;7636490062995;SEAGATE
0000029880;4716659385066;ASUS
0000029881;0018208935819;NIKON
0000029882;8028153050767;MEDIACOM
0000029883;0606449101522;NETGEAR
0000029884;5054629706503;INTEL
0000029886;4960999782201;CANON
0000029887;0018208925063;NIKON
0000029888;0886111509379;HP
0000029889;4716659877790;ASUS
0000029891;8034135460738;MYTV
0000029893;8026475171900;TECNOWARE
0000029894;8806085054288;SAMSUNG
0000029895;5032037073707;INTEL
0000029896;8435910207492;CORSAIR
0000029897;5054629683569;ASUS
0000029898;0885909770649;APPLE
0000029899;0887758522554;HP
0000029900;5055190113493;DURACELL
0000029901;8004399252103;DELONGHI
0000029902;0018208937547;NIKON
0000029903;4960759025302;NIKON
0000029906;0000000029906;NVS
0000029907;0843591047234;CORSAIR
0000029908;8806086248129;SAMSUNG
0000029910;0649528762825;CRUCIAL
0000029912;5054531169236;CRUCIAL
0000029914;4712900060065;ASUS
0000029915;0619659039639;SANDSISK
0000029917;4054318579099;CORSAIR
0000029918;4023125025907;AVM
0000029919;8028153054338;MEDIACOM
0000029921;4047999330356;TOSHIBA
0000029922;4260183363132;GAINWARD
0000029923;4712900098068;ASUS
0000029924;5397063348190;DELL
0000029926;5054629099452;KINGSTON
0000029927;0740617183436;KINGSTON
0000029928;8806085986817;SAMSUNG
0000029929;0619659070625;SANDISK
0000029934;4716659758297;ASUS
0000029935;0843591031301;CORSAIR
0000029937;8435910360548;CORSAIR
0000029939;0843591066402;CORSAIR
0000029941;5425656132199;CRUCIAL
0000029942;0619659102166;SANDISK
0000029943;0606449098310;NETGEAR
0000029944;8806086891172;SAMSUNG
0000029945;8806086892117;SAMSUNG
0000029946;8012463005647;NILOX
0000029948;4717677324860;ASROCK
0000029949;4716659765448;ASUS
0000029950;5054484173632;XFX
0000029953;0000000029953;ASUS
0000029959;4717677321074;ASROCK
0000029960;0790069338915;D-LINK
0000029961;0718037823317;WD
0000029962;0735858292672;INTEL
0000029963;4716659983217;ASUS
0000029964;4056572596454;CORSAIR
0000029965;4897006075738;MANLI
0000029968;4002888410052;LINDY
0000029969;4002888410045;LINDY
0000029970;4549292016512;CANON
0000029971;0013803241709;CANON
0000029972;0018208937271;NIKON
0000029973;8028153054253;MEDIACOM
0000029974;4250366823546;SIEMENS
0000029975;3700188420412;RICOH
0000029976;4713147998777;ACER
0000029977;8806086712941;SAMSUNG
0000029978;4719072403409;MSI-MICROSTAR
0000029979;4719072401009;MSI
0000029980;0790069368240;D-LINK
0000029981;4210201086437;BRAUN
0000029983;0018208930234;NIKON
0000029984;0000000029984;QUASAR
0000029985;5054484445029;CRUCIAL
0000029987;8056040380864;MACH POWER
0000029988;0000000029988;MACH POWER
0000029990;4712511126464;QNAP
0000029991;4712511126488;QNAP
0000029992;8806085488526;SAMSUNG
0000029994;7611990197545;NILOX
0000029995;0843591055703;CORSAIR
0000029996;0883585695775;HP
0000029997;0606449093049;NETGEAR
0000029998;0718037785301;WD
0000029999;0843591041355;CORSAIR
0000030000;4034303016693;INTENSO
0000030001;5099206051393;LOGITECH
0000030002;4719072403393;MSI
0000030004;0018208874859;NIKON
0000030007;5053785411733;ASUS
0000030008;5054484236221;CRUCIAL
0000030009;4717677324532;ASROCK
0000030010;0018208021994;NIKON
0000030011;5025232638000;PANASONIC
0000030012;4960999213422;CANON
0000030014;3121040034576;ROWENTA
0000030015;4895106276284;SAPPHIRE
0000030016;4717677322125;ASROCK
0000030017;4717677322163;ASROCK
0000030018;5053973591773;LOGITECH
0000030019;6935364021245;TP-LINK
0000030020;5054533378476;XFX
0000030021;4716659895060;ASUS
0000030023;0740617230413;KINGSTON
0000030024;8714574602400;CANON
0000030026;0885909604203;APPLE
0000030027;0843591043359;CORSAIR
0000030028;0705487194036;HGST
0000030029;5099206033450;LOGITECH
0000030030;4710636268380;PALIT
0000030031;0843591031226;CORSAIR
0000030032;5051045189712;LENOVO
0000030036;4716659987642;ASUS
0000030038;5397063618903;DELL
0000030039;8806071021430;SAMSUNG
0000030040;8841161622302;DELL
0000030041;0163120331260;KINGSTON
0000030042;0843591014731;CORSAIR
0000030044;0843591047036;CORSAIR
0000030045;0718037782836;WD
0000030046;0885370455045;MICROSOFT
0000030047;8714574610276;CANON
0000030048;0018208944552;NIKON
0000030049;0018208270965;NIKON
0000030050;4040348851373;CNMEMORY
0000030051;0000000030051;LOGITECH
0000030052;4054318579075;CORSAIR
0000030053;4712900074369;ASUS
0000030054;5397063171323;DELL
0000030055;8059616333158;NILOX
0000030056;7311271527527;SONY
0000030057;0018208935871;NIKON
0000030065;0888462030212;APPLE
0000030069;0843591030724;CORSAIR
0000030070;0740617239812;KINGSTON
0000030071;4960999214214;CANON
0000030072;0887942812409;LENOVO
0000030074;0886112841133;HP
0000030075;4995047045250;EIZO
0000030077;3663341858470;SAMSUNG
0000030079;0649528770967;CRUCIAL
0000030080;0718037830155;WESTERN DIGITAL
0000030081;8806086104951;SAMSUNG
0000030083;0650590178070;LEXAR
0000030086;8806071886251;SAMSUNG
0000030087;8806086265102;SAMSUNG
0000030090;0887942812393;LENOVO
0000030096;4716659850960;ASUS
0000030097;8806087137477;LG
0000030101;0843591041515;CORSAIR
0000030103;8806086191845;SAMSUNG
0000030111;8034135460745;MYTV
0000030118;0731304223931;APC
0000030119;8806087274745;LG
0000030124;0606449025187;NETGEAR
0000030125;7636490055720;SEAGATE
0000030127;0718037824925;WESTERN DIGITAL
0000030128;4960999668093;CANON
0000030131;0000000030131;FUJIFILM
0000030132;4977766717939;BROTHER
0000030133;8034135460752;MYTV
0000030136;6942138910308;BESTWAY
0000030137;4712900035957;ASUS
0000030145;4052792031188;LOGILINK
0000030155;0000000030155;CANON
0000030156;0000000030156;LEXMARK
0000030157;8020334290412;OLIVETTI
0000030159;8808993041787;SAMSUNG
0000030161;4250634238737;SAMSUNG
0000030162;4977766630375;BROTHER
0000030163;0000000030163;OLIVETTI
0000030164;0000000030164;SHARP
0000030165;0888462025621;APPLE
0000030166;8718863003145;PHILIPS
0000030167;8806086733038;SAMSUNG
0000030168;0843591045575;CORSAIR
0000030169;4712900120790;ASUS
0000030170;0889296014225;HP
0000030171;4712900035964;ASUS
0000030172;8806084684707;LG
0000030176;4712900114874;ASUS
0000030180;0843591058452;CORSAIR
0000030181;0843591045650;CORSAIR
0000030183;0619659125387;SANDISK
0000030187;8806086665520;SAMSUNG
0000030188;0000000030188;SAMSUNG
0000030189;4716659948650;ASUS
0000030190;8034135460721;MYTV
0000030192;4995047045922;EIZO
0000030193;8806088034676;SAMSUNG
0000030196;0650590189670;LEXAR
0000030198;5711045535604;CORSAIR
0000030200;4719331310349;GIGABYTE
0000030201;4712900127133;ASUS
0000030204;8806085986046;SAMSUNG
0000030208;8806086756068;SAMSUNG
0000030212;4712900113839;ASUS
0000030214;0718037804149;WESTERN DIGITAL
0000030215;5054629455043;CORSAIR
0000030216;0885370922233;MICROSOFT
0000030217;0885370920765;MICROSOFT
0000030223;4054318578597;CORSAIR
0000030228;8806087354263;LG
0000030229;8806086248136;SAMSUNG
0000030234;0649528754110;CRUCIAL
0000030240;8056459416048;MACH POWER
0000030241;8806086759465;SAMSUNG
0000030242;0000000030242;HANTOL
0000030243;0000000030243;HANTOL
0000030245;0888182470268;HP
0000030248;4712196629908;ACER
0000030249;4716659943730;ASUS
0000030251;4716659526124;ASUS
0000030252;7900692459540;D-LINK
0000030256;4995047045564;EIZO
0000030257;4995047045236;EIZO
0000030259;5052916616856;CRUCIAL
0000030262;0843591052818;CORSAIR
0000030265;4719072412784;MSI
0000030266;8806084905338;LG
0000030275;4713157721792;ENERMAX
0000030277;4719072412951;MSI-MICROSTAR
0000030279;4712900111514;ASUS
0000030281;6959080032071;LEXMARK
0000030285;0872767003101;ARCTIC
0000030286;0322888980176;DELL
0000030297;8028153054321;MEDIACOM
0000030298;8028153060070;MEDIACOM
0000030299;8028153060841;MEDIACOM
0000030300;8028153060087;MEDIACOM
0000030301;8028153060056;MEDIACOM
0000030302;8028153060131;MEDIACOM
0000030303;8028153060124;MEDIACOM
